20250522_HM462Hf2Nb3Ru_chiAC_vs_T_B_1.001.txt Thu, May 22, 2025 2:08:32 PM Gabe
Magnet: None
Trigger spacing of 0.010000 on column #3
Offsets:	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0	0.000000000E+0

Scale Factors:	1.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E+0	1.000000000E+0

1T
Lockin_V_001	Chan2_V_001	Temperature_001	Field_001	Timestamp_001
5.215430000E-8	-1.713640000E-7	6.769400000E+0	9.999823242E+3	7.238900000E+1
5.960510000E-8	-2.309690000E-7	6.757800000E+0	9.999823242E+3	7.482300000E+1
4.470370000E-8	-2.682230000E-7	6.747200000E+0	9.999823242E+3	7.643400000E+1
-2.235190000E-8	-2.682230000E-7	6.735500000E+0	9.999823242E+3	7.921700000E+1
-4.470370000E-8	-2.831240000E-7	6.724700000E+0	9.999823242E+3	8.118000000E+1
-1.117590000E-7	-3.352780000E-7	6.713600000E+0	9.999823242E+3	8.375800000E+1
-4.470370000E-8	-3.054760000E-7	6.703100000E+0	9.999823242E+3	8.534500000E+1
0.000000000E+0	-2.905740000E-7	6.689500000E+0	9.999823242E+3	8.824200000E+1
-4.470370000E-8	-2.905740000E-7	6.677800000E+0	9.999823242E+3	9.064100000E+1
-7.450630000E-8	-3.576300000E-7	6.666300000E+0	9.999823242E+3	9.320300000E+1
-2.980250000E-8	-3.278270000E-7	6.655100000E+0	9.999823242E+3	9.532800000E+1
5.960510000E-8	-2.831240000E-7	6.644800000E+0	9.999823242E+3	9.691600000E+1
-2.235190000E-8	-3.278270000E-7	6.632600000E+0	9.999823242E+3	9.936400000E+1
-7.450630000E-8	-3.650800000E-7	6.621200000E+0	9.999823242E+3	1.019540000E+2
-1.788150000E-7	-3.799810000E-7	6.610300000E+0	9.999823242E+3	1.046980000E+2
-1.341110000E-7	-3.129260000E-7	6.598200000E+0	9.999823242E+3	1.064880000E+2
-2.980250000E-8	-2.756730000E-7	6.587400000E+0	9.999823242E+3	1.083980000E+2
-8.195680000E-8	-2.607720000E-7	6.576600000E+0	9.999823242E+3	1.108050000E+2
1.490130000E-8	-1.937160000E-7	6.566500000E+0	9.999823242E+3	1.129530000E+2
-2.235190000E-8	-3.352780000E-7	6.555000000E+0	9.999823242E+3	1.153370000E+2
-1.117590000E-7	-3.203770000E-7	6.543300000E+0	9.999823242E+3	1.173250000E+2
-5.960510000E-8	-3.129260000E-7	6.531100000E+0	9.999823242E+3	1.203020000E+2
2.980250000E-8	-2.235180000E-7	6.519800000E+0	9.999823242E+3	1.225490000E+2
-4.470370000E-8	-3.203770000E-7	6.509500000E+0	9.999823242E+3	1.245330000E+2
-3.725310000E-8	-2.086170000E-7	6.499400000E+0	9.999823242E+3	1.263920000E+2
2.980250000E-8	-1.862650000E-7	6.486300000E+0	9.999823242E+3	1.291240000E+2
-2.235190000E-8	-1.862650000E-7	6.474400000E+0	9.999823242E+3	1.313450000E+2
-2.235190000E-8	-1.937160000E-7	6.464000000E+0	9.999823242E+3	1.333900000E+2
-1.713640000E-7	-3.278270000E-7	6.451900000E+0	9.999823242E+3	1.358890000E+2
-8.940740000E-8	-2.831240000E-7	6.441200000E+0	9.999823242E+3	1.376270000E+2
-4.470370000E-8	-2.086170000E-7	6.428600000E+0	9.999823242E+3	1.405600000E+2
-2.086170000E-7	-3.054760000E-7	6.418100000E+0	9.999823242E+3	1.426690000E+2
-1.415620000E-7	-3.129260000E-7	6.406700000E+0	9.999823242E+3	1.452280000E+2
-2.533220000E-7	-2.831240000E-7	6.395600000E+0	9.999823242E+3	1.468240000E+2
-2.607720000E-7	-3.501790000E-7	6.384800000E+0	9.999823242E+3	1.494820000E+2
-2.235180000E-7	-3.874320000E-7	6.374700000E+0	9.999823242E+3	1.514950000E+2
-2.980250000E-7	-3.576300000E-7	6.363400000E+0	9.999823242E+3	1.536340000E+2
-2.458710000E-7	-3.799810000E-7	6.353100000E+0	9.999823242E+3	1.553920000E+2
-1.862650000E-7	-3.278270000E-7	6.341800000E+0	9.999823242E+3	1.579470000E+2
-2.011670000E-7	-2.980250000E-7	6.331100000E+0	9.999823242E+3	1.600310000E+2
-4.321350000E-7	-3.725310000E-7	6.320400000E+0	9.999823242E+3	1.621890000E+2
-2.756730000E-7	-2.309690000E-7	6.307900000E+0	9.999823242E+3	1.649620000E+2
-2.756730000E-7	-2.756730000E-7	6.295900000E+0	9.999823242E+3	1.668360000E+2
