10	3996
10.02	3926
10.04	3949
10.06	4052
10.08	4070
10.1	4064
10.12	4013
10.14	4075
10.16	4097
10.18	4109
10.2	4059
10.22	4059
10.24	4072
10.26	4077
10.28	4006
10.3	4088
10.32	4132
10.34	4098
10.36	4084
10.38	4074
10.4	4111
10.42	4103
10.44	4146
10.46	4150
10.48	4211
10.5	4164
10.52	4103
10.54	4097
10.56	4125
10.58	4130
10.6	4167
10.62	4095
10.64	4056
10.66	4136
10.68	4163
10.7	4069
10.72	4086
10.74	4131
10.76	4131
10.78	4127
10.8	4130
10.82	4092
10.84	4080
10.86	4164
10.88	4166
10.9	4173
10.92	4097
10.94	4119
10.96	4154
10.98	4176
11	4189
11.02	4146
11.04	4182
11.06	4177
11.08	4115
11.1	4100
11.12	4205
11.14	4262
11.16	4192
11.18	4154
11.2	4208
11.22	4209
11.24	4263
11.26	4269
11.28	4257
11.3	4210
11.32	4169
11.34	4136
11.36	4201
11.38	4199
11.4	4190
11.42	4233
11.44	4239
11.46	4224
11.48	4225
11.5	4309
11.52	4259
11.54	4318
11.56	4288
11.58	4233
11.6	4158
11.62	4193
11.64	4314
11.66	4300
11.68	4208
11.7	4256
11.72	4240
11.74	4273
11.76	4275
11.78	4273
11.8	4313
11.82	4338
11.84	4273
11.86	4313
11.88	4349
11.9	4302
11.92	4314
11.94	4328
11.96	4344
11.98	4350
12	4319
12.02	4297
12.04	4261
12.06	4342
12.08	4340
12.1	4309
12.12	4374
12.14	4353
12.16	4348
12.18	4348
12.2	4343
12.22	4348
12.24	4365
12.26	4306
12.28	4261
12.3	4377
12.32	4407
12.34	4325
12.36	4409
12.38	4386
12.4	4318
12.42	4299
12.44	4406
12.46	4311
12.48	4353
12.5	4357
12.52	4418
12.54	4399
12.56	4408
12.58	4385
12.6	4420
12.62	4466
12.64	4466
12.66	4387
12.68	4377
12.7	4452
12.72	4401
12.74	4403
12.76	4417
12.78	4436
12.8	4511
12.82	4535
12.84	4555
12.86	4466
12.88	4525
12.9	4523
12.92	4451
12.94	4435
12.96	4417
12.98	4386
13	4396
13.02	4444
13.04	4402
13.06	4389
13.08	4424
13.1	4518
13.12	4435
13.14	4443
13.16	4510
13.18	4430
13.2	4412
13.22	4375
13.24	4455
13.26	4460
13.28	4444
13.3	4495
13.32	4490
13.34	4447
13.36	4458
13.38	4458
13.4	4448
13.42	4412
13.44	4438
13.46	4425
13.48	4435
13.5	4359
13.52	4510
13.54	4485
13.56	4362
13.58	4343
13.6	4425
13.62	4438
13.64	4450
13.66	4482
13.68	4495
13.7	4505
13.72	4453
13.74	4418
13.76	4423
13.78	4478
13.8	4501
13.82	4480
13.84	4455
13.86	4497
13.88	4517
13.9	4543
13.92	4491
13.94	4547
13.96	4542
13.98	4495
14	4528
14.02	4533
14.04	4504
14.06	4536
14.08	4518
14.1	4500
14.12	4514
14.14	4559
14.16	4493
14.18	4514
14.2	4544
14.22	4502
14.24	4532
14.26	4543
14.28	4546
14.3	4521
14.32	4466
14.34	4422
14.36	4543
14.38	4495
14.4	4524
14.42	4583
14.44	4521
14.46	4546
14.48	4571
14.5	4538
14.52	4564
14.54	4589
14.56	4527
14.58	4594
14.6	4568
14.62	4489
14.64	4509
14.66	4517
14.68	4587
14.7	4628
14.72	4568
14.74	4583
14.76	4613
14.78	4591
14.8	4613
14.82	4585
14.84	4594
14.86	4617
14.88	4555
14.9	4509
14.92	4551
14.94	4585
14.96	4587
14.98	4651
15	4647
15.02	4559
15.04	4576
15.06	4565
15.08	4536
15.1	4612
15.12	4642
15.14	4643
15.16	4607
15.18	4552
15.2	4549
15.22	4587
15.24	4586
15.26	4610
15.28	4621
15.3	4553
15.32	4530
15.34	4589
15.36	4610
15.38	4640
15.4	4628
15.42	4634
15.44	4636
15.46	4538
15.48	4576
15.5	4623
15.52	4570
15.54	4584
15.56	4605
15.58	4674
15.6	4648
15.62	4606
15.64	4652
15.66	4691
15.68	4633
15.7	4547
15.72	4584
15.74	4641
15.76	4641
15.78	4700
15.8	4659
15.82	4694
15.84	4662
15.86	4642
15.88	4637
15.9	4650
15.92	4669
15.94	4649
15.96	4646
15.98	4639
16	4618
16.02	4636
16.04	4649
16.06	4707
16.08	4600
16.1	4515
16.12	4585
16.14	4642
16.16	4635
16.18	4620
16.2	4716
16.22	4831
16.24	4785
16.26	4676
16.28	4622
16.3	4658
16.32	4629
16.34	4638
16.36	4657
16.38	4670
16.4	4644
16.42	4622
16.44	4668
16.46	4615
16.48	4568
16.5	4611
16.52	4668
16.54	4669
16.56	4672
16.58	4623
16.6	4606
16.62	4708
16.64	4730
16.66	4696
16.68	4603
16.7	4573
16.72	4645
16.74	4690
16.76	4710
16.78	4722
16.8	4674
16.82	4583
16.84	4636
16.86	4686
16.88	4719
16.9	4691
16.92	4610
16.94	4624
16.96	4617
16.98	4677
17	4641
17.02	4571
17.04	4590
17.06	4699
17.08	4715
17.1	4700
17.12	4689
17.14	4620
17.16	4630
17.18	4593
17.2	4556
17.22	4593
17.24	4620
17.26	4626
17.28	4614
17.3	4550
17.32	4539
17.34	4632
17.36	4688
17.38	4699
17.4	4665
17.42	4638
17.44	4641
17.46	4596
17.48	4522
17.5	4516
17.52	4608
17.54	4591
17.56	4542
17.58	4592
17.6	4654
17.62	4600
17.64	4555
17.66	4575
17.68	4603
17.7	4631
17.72	4633
17.74	4620
17.76	4574
17.78	4549
17.8	4533
17.82	4577
17.84	4623
17.86	4619
17.88	4598
17.9	4593
17.92	4589
17.94	4554
17.96	4565
17.98	4600
18	4554
18.02	4515
18.04	4510
18.06	4583
18.08	4598
18.1	4482
18.12	4496
18.14	4540
18.16	4524
18.18	4534
18.2	4565
18.22	4550
18.24	4493
18.26	4499
18.28	4533
18.3	4522
18.32	4465
18.34	4497
18.36	4520
18.38	4476
18.4	4484
18.42	4510
18.44	4476
18.46	4431
18.48	4516
18.5	4490
18.52	4465
18.54	4500
18.56	4422
18.58	4386
18.6	4385
18.62	4405
18.64	4427
18.66	4455
18.68	4409
18.7	4347
18.72	4374
18.74	4443
18.76	4437
18.78	4399
18.8	4420
18.82	4442
18.84	4441
18.86	4445
18.88	4492
18.9	4471
18.92	4436
18.94	4393
18.96	4354
18.98	4334
19	4364
19.02	4368
19.04	4375
19.06	4405
19.08	4371
19.1	4431
19.12	4410
19.14	4340
19.16	4376
19.18	4381
19.2	4422
19.22	4407
19.24	4499
19.26	4636
19.28	4681
19.3	4821
19.32	4916
19.34	4975
19.36	5048
19.38	5134
19.4	5173
19.42	5200
19.44	5229
19.46	5101
19.48	4949
19.5	4757
19.52	4633
19.54	4607
19.56	4518
19.58	4393
19.6	4376
19.62	4401
19.64	4393
19.66	4373
19.68	4343
19.7	4326
19.72	4317
19.74	4283
19.76	4230
19.78	4221
19.8	4244
19.82	4281
19.84	4264
19.86	4276
19.88	4244
19.9	4208
19.92	4265
19.94	4202
19.96	4201
19.98	4186
20	4143
20.02	4186
20.04	4218
20.06	4162
20.08	4129
20.1	4116
20.12	4118
20.14	4141
20.16	4180
20.18	4070
20.2	4030
20.22	4131
20.24	4128
20.26	4089
20.28	4173
20.3	4191
20.32	4151
20.34	4185
20.36	4179
20.38	4179
20.4	4203
20.42	4193
20.44	4211
20.46	4251
20.48	4281
20.5	4349
20.52	4516
20.54	4578
20.56	4613
20.58	4636
20.6	4728
20.62	4662
20.64	4613
20.66	4633
20.68	4477
20.7	4312
20.72	4263
20.74	4240
20.76	4192
20.78	4193
20.8	4097
20.82	4051
20.84	4115
20.86	4124
20.88	4115
20.9	4096
20.92	4064
20.94	3930
20.96	3965
20.98	3995
21	4031
21.02	4009
21.04	3931
21.06	3960
21.08	3905
21.1	3923
21.12	3941
21.14	3931
21.16	3931
21.18	3951
21.2	3922
21.22	3895
21.24	3911
21.26	3910
21.28	3920
21.3	3886
21.32	3974
21.34	4007
21.36	3955
21.38	3963
21.4	3913
21.42	3901
21.44	3847
21.46	3864
21.48	3821
21.5	3752
21.52	3874
21.54	3835
21.56	3839
21.58	3864
21.6	3835
21.62	3889
